Employee_Name,EmpID,MarriedID,MaritalStatusID,Gender,EmpStatusID,DeptID,PerfScoreID,FromDiversityJobFairID,Salary,Termd,PositionID,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,DistanceFromHome,Age,Attrition,BusinessTravel,Education,EducationField,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
"O'hare, Lynn",10303,0,0,Female,4,5,1,0,52674,1,19,Production Technician I,MA,2152,09/30/80,F,Single,US Citizen,3/31/2014,5/1/2018,performance,Terminated for Cause,Production       ,Kissy Sullivan,20,LinkedIn,PIP,2.33,2,0,3/9/2018,6,3,63,29,Yes,Travel_Rarely,3,Marketing,4,7639,24525,1,No,22,4,80,3,10,3,2,10,4,1,9
"Oliver, Brooke ",10078,1,1,Male,5,5,3,0,71966,1,20,Production Technician II,MA,2492,02/11/52,F,Married,US Citizen,5/14/2012,8/19/2013,unhappy,Voluntarily Terminated,Production       ,Webster Butler,39,LinkedIn,Fully Meets,5,3,0,7/2/2013,0,17,96,22,No,Travel_Rarely,3,Life Sciences,2,2328,12392,1,Yes,16,3,80,1,4,2,2,4,2,2,2
"Onque, Jasmine",10121,0,0,Female,1,6,3,0,63051,0,3,Area Sales Manager,FL,33174,05/11/90,F,Single,US Citizen,9/30/2013,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Indeed,Fully Meets,4.28,3,0,1/25/2019,0,1,35,36,No,Travel_Frequently,1,Medical,4,2153,7703,1,No,13,3,80,0,8,2,3,8,1,1,7
"Osturnka, Adeel",10021,1,1,Male,1,5,4,0,47414,0,19,Production Technician I,MA,2478,12/11/76,M ,Married,US Citizen,9/30/2013,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,LinkedIn,Exceeds,5,3,0,2/7/2019,0,13,23,40,No,Non-Travel,5,Life Sciences,4,4876,14242,9,No,14,3,80,1,5,5,1,3,2,0,2
"Owad, Clinton",10281,0,0,Male,1,5,2,0,53060,0,19,Production Technician I,MA,1760,11/24/79,M ,Single,US Citizen,2/17/2014,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,LinkedIn,Needs Improvement,4.25,3,0,2/4/2019,4,6,78,46,No,Travel_Rarely,4,Medical,1,9396,12368,7,No,16,3,80,1,17,3,3,4,2,0,3
"Ozark, Travis",10041,0,0,Male,1,6,3,0,68829,0,3,Area Sales Manager,NC,27229,05/19/82,M ,Single,US Citizen,1/5/2015,,N/A-StillEmployed,Active,Sales,John Smith,17,Website,Fully Meets,5,5,0,1/14/2019,0,18,93,32,Yes,Travel_Rarely,4,Medical,4,10400,25812,1,No,11,3,80,0,14,2,2,14,8,9,8
"Panjwani, Nina",10148,1,1,Male,5,5,3,0,63515,1,19,Production Technician I,MA,2351,05/01/79,F,Married,US Citizen,2/7/2011,1/12/2014,Another position,Voluntarily Terminated,Production       ,Elijiah Gray,16,Google Search,Fully Meets,3.89,4,0,3/4/2013,0,7,76,30,No,Non-Travel,1,Life Sciences,3,8474,20925,1,No,22,4,80,0,12,2,3,11,8,5,8
"Patronick, Lucas",10005,0,0,Female,5,4,4,1,108987,1,24,Software Engineer,MA,1844,02/20/79,M ,Single,US Citizen,11/7/2011,9/7/2015,Another position,Voluntarily Terminated,Software Engineering,Alex Sweetwater,10,Diversity Job Fair,Exceeds,5,5,3,8/16/2015,0,13,16,27,No,Travel_Frequently,3,Life Sciences,3,9981,12916,1,No,14,3,80,0,7,2,3,7,7,0,7
"Pearson, Randall",10259,1,1,Male,5,3,3,0,93093,1,9,Data Analyst,MA,2747,09/05/84,M ,Married,US Citizen,12/1/2014,5/1/2016,performance,Voluntarily Terminated,IT/IS,Simon Roup,4,Employee Referral,Fully Meets,4.7,4,5,1/16/2016,0,19,51,51,No,Travel_Rarely,4,Life Sciences,2,12490,15736,5,No,16,3,80,2,16,5,1,10,9,4,7
"Smith, Martin",10286,0,0,Female,5,5,2,0,53564,1,19,Production Technician I,MA,2458,03/17/88,M ,Single,US Citizen,1/10/2011,12/28/2017,career change,Voluntarily Terminated,Production       ,Webster Butler,39,Google Search,Needs Improvement,3.54,5,0,4/6/2017,4,15,66,30,Yes,Travel_Rarely,3,Technical Degree,1,2657,8556,5,Yes,11,3,80,0,8,5,3,5,2,0,4
"Pelletier, Ermine",10297,1,1,Female,5,5,2,0,60270,1,20,Production Technician II,MA,2472,07/18/89,F,Married,US Citizen,7/5/2011,9/15/2015,unhappy,Voluntarily Terminated,Production       ,Amy Dunn,11,CareerBuilder,Needs Improvement,2.4,5,0,2/6/2015,5,2,43,41,No,Travel_Rarely,3,Life Sciences,4,13591,14674,3,Yes,18,3,80,0,16,3,3,1,0,0,0
"Perry, Shakira",10171,0,0,Female,5,5,3,0,45998,1,19,Production Technician I,MA,2176,07/20/86,F,Single,US Citizen,5/16/2011,10/25/2015,medical issues,Voluntarily Terminated,Production       ,Amy Dunn,11,LinkedIn,Fully Meets,3.45,4,0,5/13/2014,0,5,5,30,Yes,Travel_Frequently,4,Marketing,1,6696,22967,5,No,15,3,80,0,9,5,2,6,3,0,1
"Peters, Lauren",10032,1,1,Male,5,5,4,0,57954,1,20,Production Technician II,MA,1886,08/17/86,F,Married,US Citizen,5/16/2011,2/4/2013,more money,Voluntarily Terminated,Production       ,Ketsia Liebig,19,Indeed,Exceeds,4.2,5,0,1/10/2013,0,12,22,29,Yes,Travel_Rarely,3,Technical Degree,3,2058,19757,0,No,14,3,80,0,7,1,2,6,2,1,5
"Peterson, Ebonee  ",10130,1,1,Female,5,5,3,0,74669,1,18,Production Manager,MA,2030,05/09/77,F,Married,US Citizen,10/25/2010,5/18/2016,Another position,Voluntarily Terminated,Production       ,Janet King,2,Indeed,Fully Meets,4.16,5,0,3/5/2015,0,6,28,45,No,Non-Travel,3,Medical,4,8865,16840,6,No,12,3,80,0,23,2,3,19,7,12,8
"Petingill, Shana  ",10217,1,1,Female,1,5,3,0,74226,0,20,Production Technician II,MA,2050,03/10/79,F,Married,Eligible NonCitizen,4/2/2012,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,LinkedIn,Fully Meets,4.3,3,0,1/14/2019,0,14,99,54,No,Travel_Rarely,3,Marketing,1,5940,17011,2,No,14,3,80,1,16,4,3,6,2,0,5
"Petrowsky, Thelma",10016,1,1,Male,1,3,4,0,93554,0,9,Data Analyst,MA,1886,09/16/84,F,Married,US Citizen,11/10/2014,,N/A-StillEmployed,Active,IT/IS,Simon Roup,4,Employee Referral,Exceeds,4.6,5,7,1/4/2019,0,16,12,36,No,Travel_Rarely,2,Life Sciences,2,5914,9945,8,No,16,3,80,0,16,3,4,13,11,3,7
"Pham, Hong",10050,1,1,Female,5,5,3,0,64724,1,19,Production Technician I,MA,2451,03/06/88,M ,Married,US Citizen,7/5/2011,11/30/2012,more money,Voluntarily Terminated,Production       ,Brannon Miller,12,Google Search,Fully Meets,5,3,0,2/20/2012,0,13,82,33,No,Travel_Rarely,4,Medical,2,2622,13248,6,No,21,4,80,0,7,3,3,3,2,1,1
"Pitt, Brad ",10164,0,0,Male,1,5,3,0,47001,0,19,Production Technician I,MA,2451,11/23/81,M ,Single,US Citizen,11/5/2007,,N/A-StillEmployed,Active,Production       ,David Stanley,14,Google Search,Fully Meets,3.66,3,0,2/25/2019,0,15,83,37,No,Travel_Frequently,3,Other,4,12185,10056,1,Yes,14,3,80,3,10,1,3,10,8,0,7
"Potts, Xana",10124,1,1,Male,1,6,3,0,61844,0,3,Area Sales Manager,KY,40220,08/29/88,F,Married,US Citizen,1/9/2012,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Website,Fully Meets,4.2,5,0,2/1/2019,0,9,22,38,No,Travel_Rarely,3,Life Sciences,3,10609,9647,0,No,12,3,80,2,17,6,2,16,10,5,13
"Power, Morissa",10187,0,2,Male,5,5,3,0,46799,1,19,Production Technician I,MA,1742,10/15/84,F,Divorced,Eligible NonCitizen,5/16/2011,6/4/2018,Another position,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Google Search,Fully Meets,3.17,4,0,4/2/2018,0,14,3,31,No,Non-Travel,4,Medical,3,4345,4381,0,No,12,3,80,1,6,2,3,5,4,1,4
"Punjabhi, Louis  ",10225,0,0,Male,1,5,3,0,59472,0,19,Production Technician I,MA,2109,06/19/61,M ,Single,US Citizen,1/6/2014,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,Employee Referral,Fully Meets,4.8,3,0,1/7/2019,0,14,14,59,No,Travel_Rarely,3,Life Sciences,4,2177,8456,3,No,17,3,80,1,7,6,3,1,0,0,0
"Purinton, Janine",10262,0,2,Male,5,5,3,0,46430,1,19,Production Technician I,MA,2474,09/22/70,F,Divorced,US Citizen,9/24/2012,6/18/2013,unhappy,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Indeed,Fully Meets,4.5,5,0,4/2/2013,0,16,95,37,No,Travel_Frequently,4,Marketing,4,2793,2539,4,No,17,3,80,1,13,2,3,9,8,5,8
"Quinn, Sean",10131,1,1,Female,5,1,3,1,83363,1,23,Software Engineer,MA,2045,11/06/84,M ,Married,Eligible NonCitizen,2/21/2011,8/15/2015,career change,Voluntarily Terminated,Software Engineering,Janet King,2,Diversity Job Fair,Fully Meets,4.15,4,0,4/19/2014,0,4,51,29,No,Travel_Frequently,1,Medical,4,7918,6599,1,No,14,3,80,1,11,5,3,11,10,4,1
"Rachael, Maggie",10239,1,1,Female,1,3,3,0,95920,0,4,BI Developer,MA,2110,05/12/80,F,Married,US Citizen,10/2/2016,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,4.4,4,6,2/6/2019,0,10,71,35,No,Travel_Frequently,3,Marketing,3,8789,9096,1,No,14,3,80,0,10,3,4,10,7,0,8
"Rarrick, Quinn",10152,0,2,Male,5,5,3,0,61729,1,19,Production Technician I,MA,2478,12/31/84,M ,Divorced,US Citizen,9/26/2011,4/7/2018,more money,Voluntarily Terminated,Production       ,Michael Albert,22,Indeed,Fully Meets,3.8,5,0,2/4/2018,0,19,65,29,Yes,Travel_Rarely,1,Medical,4,2389,14961,1,Yes,13,3,80,0,4,3,2,4,3,0,1
"Ren, Kylo",10140,1,1,Female,1,6,3,0,61809,0,3,Area Sales Manager,ID,83706,10/12/54,M ,Married,US Citizen,5/12/2014,,N/A-StillEmployed,Active,Sales,John Smith,17,CareerBuilder,Fully Meets,3.98,3,0,1/28/2019,0,4,79,52,No,Travel_Rarely,3,Life Sciences,4,3212,3300,7,No,15,3,80,0,6,3,2,2,2,2,2
"Rhoads, Thomas",10058,0,2,Male,5,5,3,0,45115,1,19,Production Technician I,MA,2176,07/22/82,M ,Divorced,US Citizen,5/16/2011,1/15/2016,retiring,Voluntarily Terminated,Production       ,Elijiah Gray,16,LinkedIn,Fully Meets,5,4,0,3/30/2015,0,11,21,42,No,Travel_Rarely,2,Technical Degree,4,19232,4933,1,No,11,3,80,0,22,3,3,22,17,11,15
"Rivera, Haley  ",10011,1,1,Male,1,5,4,0,46738,0,19,Production Technician I,MA,2171,01/12/73,F,Married,US Citizen,11/28/2011,,N/A-StillEmployed,Active,Production       ,Webster Butler,,Google Search,Exceeds,4.36,5,0,2/11/2019,0,16,32,59,No,Travel_Rarely,2,Medical,3,2267,25657,8,No,17,3,80,0,7,2,2,2,2,2,2
"Roberson, May",10230,0,2,Female,5,5,3,0,64971,1,20,Production Technician II,MA,1902,09/05/81,F,Divorced,Eligible NonCitizen,9/26/2011,10/22/2011,return to school,Voluntarily Terminated,Production       ,David Stanley,14,Google Search,Fully Meets,4.5,4,0,10/22/2011,0,10,26,50,No,Travel_Rarely,4,Medical,4,19517,24118,3,No,11,3,80,1,32,3,2,7,0,0,6
"Robertson, Peter",10224,1,1,Male,5,5,3,0,55578,1,20,Production Technician II,MA,2138,07/03/72,M ,Married,US Citizen,7/5/2011,2/8/2012,Another position,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Indeed,Fully Meets,4.2,5,0,1/6/2012,0,13,79,33,Yes,Travel_Rarely,3,Medical,4,2436,22149,5,Yes,13,3,80,1,8,2,1,5,4,0,4
"Robinson, Alain  ",10047,1,1,Female,5,5,3,0,50428,1,19,Production Technician I,MA,1420,01/07/74,M ,Married,US Citizen,1/10/2011,1/26/2016,attendance,Voluntarily Terminated,Production       ,Amy Dunn,11,Indeed,Fully Meets,5,3,0,1/10/2015,0,11,63,43,No,Travel_Rarely,3,Marketing,4,16064,7744,5,Yes,22,4,80,1,22,3,3,17,13,1,9
"Robinson, Cherly",10285,1,1,Female,4,5,2,0,61422,1,19,Production Technician I,MA,1460,01/07/85,F,Married,US Citizen,1/10/2011,5/17/2016,attendance,Terminated for Cause,Production       ,Ketsia Liebig,19,Indeed,Needs Improvement,3.6,3,0,4/5/2016,4,16,36,33,Yes,Travel_Rarely,2,Life Sciences,1,2707,21509,7,No,20,4,80,0,13,3,4,9,7,1,7
"Robinson, Elias",10020,0,4,Male,1,5,4,0,63353,0,19,Production Technician I,MA,1730,01/28/85,M ,Widowed,US Citizen,7/8/2013,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Employee Referral,Exceeds,3.6,5,0,2/11/2019,0,4,66,52,No,Non-Travel,4,Life Sciences,3,19068,21030,1,Yes,18,3,80,0,33,2,4,33,7,15,12
"Roby, Lori ",10162,1,1,Female,1,3,3,0,89883,0,9,Data Analyst,MA,1886,10/11/81,F,Married,US Citizen,2/16/2015,,N/A-StillEmployed,Active,IT/IS,Simon Roup,4,Employee Referral,Fully Meets,3.69,5,6,2/14/2019,0,15,74,32,No,Travel_Rarely,2,Life Sciences,2,3931,20990,2,No,11,3,80,1,6,5,3,4,3,1,2
"Roehrich, Bianca",10149,0,0,Male,5,3,3,0,120000,1,29,Principal Data Architect,MA,2703,05/27/73,F,Single,US Citizen,1/5/2015,11/10/2018,Another position,Voluntarily Terminated,IT/IS,Simon Roup,4,LinkedIn,Fully Meets,3.88,3,7,2/13/2018,0,12,8,32,Yes,Travel_Rarely,3,Life Sciences,3,3730,9571,0,Yes,14,3,80,0,4,2,1,3,2,1,2
"Roper, Katie",10086,0,0,Female,1,3,3,0,150290,0,7,Data Architect,MA,2056,11/21/72,F,Single,US Citizen,1/7/2017,,N/A-StillEmployed,Active,IT/IS,Brian Champaigne,13,Indeed,Fully Meets,4.94,3,5,2/6/2019,0,17,38,39,No,Travel_Rarely,4,Medical,3,2232,15417,7,No,14,3,80,3,7,1,3,3,2,1,2
"Rose, Ashley  ",10054,0,3,Male,1,5,3,0,60627,0,19,Production Technician I,MA,1886,12/05/74,F,Separated,US Citizen,1/6/2014,,N/A-StillEmployed,Active,Production       ,David Stanley,14,Website,Fully Meets,5,4,0,1/31/2019,0,8,76,32,No,Non-Travel,4,Marketing,4,4465,12069,0,No,18,3,80,0,4,2,3,3,2,2,2
"Rossetti, Bruno",10065,0,0,Male,5,5,3,0,53180,1,19,Production Technician I,MA,2155,03/18/87,M ,Single,US Citizen,4/4/2011,8/13/2018,Another position,Voluntarily Terminated,Production       ,Kissy Sullivan,20,Google Search,Fully Meets,5,5,0,7/2/2018,0,4,18,41,No,Travel_Rarely,2,Life Sciences,1,3072,19877,2,No,16,3,80,2,17,2,2,1,0,0,0
"Roup,Simon",10198,0,0,Male,1,3,3,0,140920,0,13,IT Manager - DB,MA,2481,04/05/73,M ,Single,US Citizen,1/20/2013,,N/A-StillEmployed,Active,IT/IS,Jennifer Zamora,5,Indeed,Fully Meets,3.6,5,7,2/18/2019,0,13,100,40,No,Travel_Rarely,2,Technical Degree,4,3319,24447,1,No,17,3,80,2,9,3,3,9,8,4,7
"Ruiz, Ricardo",10222,0,2,Male,5,3,3,1,148999,1,13,IT Manager - DB,MA,1915,01/04/64,M ,Divorced,US Citizen,1/9/2012,11/4/2015,hours,Voluntarily Terminated,IT/IS,Jennifer Zamora,5,Diversity Job Fair,Fully Meets,4.3,4,6,1/4/2015,0,8,1,45,No,Travel_Rarely,3,Other,4,19202,15970,0,No,11,3,80,1,25,2,3,24,0,1,7
"Saada, Adell",10126,1,1,Male,1,4,3,0,86214,0,24,Software Engineer,MA,2132,07/24/86,F,Married,US Citizen,11/5/2012,,N/A-StillEmployed,Active,Software Engineering,Alex Sweetwater,10,Indeed,Fully Meets,4.2,3,6,2/13/2019,0,2,21,31,No,Travel_Frequently,4,Medical,3,13675,13523,9,No,12,3,80,1,9,3,3,2,2,2,2
"Saar-Beckles, Melinda",10295,0,0,Female,2,5,2,1,47750,0,19,Production Technician I,MA,1801,06/06/68,F,Single,US Citizen,7/4/2016,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,Diversity Job Fair,Needs Improvement,2.6,4,0,2/18/2019,5,4,60,33,No,Travel_Rarely,4,Life Sciences,4,2911,14776,1,No,13,3,80,1,2,2,2,2,2,0,2
"Sadki, Nore  ",10260,0,0,Male,5,5,3,0,46428,1,19,Production Technician I,MA,2148,12/21/74,M ,Single,US Citizen,1/5/2009,7/30/2018,relocation out of area,Voluntarily Terminated,Production       ,Michael Albert,22,Google Search,Fully Meets,4.6,5,0,2/5/2018,0,7,81,34,No,Travel_Rarely,4,Life Sciences,1,5957,23687,6,No,13,3,80,1,13,3,3,11,9,5,9
"Sahoo, Adil",10233,1,1,Female,1,5,3,0,57975,0,20,Production Technician II,MA,2062,04/26/86,M ,Married,US Citizen,8/30/2010,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,CareerBuilder,Fully Meets,4.1,3,0,1/10/2019,0,13,40,37,No,Travel_Rarely,2,Medical,1,3920,18697,2,No,14,3,80,1,17,2,2,3,1,0,2
"Salter, Jason",10229,0,2,Male,5,3,3,0,88527,1,9,Data Analyst ,MA,2452,12/17/87,M ,Divorced,US Citizen,1/5/2015,10/31/2015,hours,Voluntarily Terminated,IT/IS,Simon Roup,4,LinkedIn,Fully Meets,4.2,3,5,4/20/2015,0,2,89,45,No,Travel_Frequently,4,Life Sciences,3,6434,5118,4,No,17,3,80,1,9,1,3,3,2,0,2
"Sander, Kamrin",10169,1,1,Male,1,5,3,0,56147,0,19,Production Technician I,MA,2154,07/10/88,F,Married,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,LinkedIn,Fully Meets,3.51,3,0,2/18/2019,0,2,39,37,Yes,Travel_Frequently,3,Medical,3,10048,22573,6,No,11,3,80,2,17,5,3,1,0,0,0
"Sewkumar, Nori",10071,0,0,Female,3,5,3,0,50923,0,19,Production Technician I,MA,2191,03/10/75,F,Single,US Citizen,9/30/2013,,N/A-StillEmployed,Active,Production       ,Webster Butler,,Google Search,Fully Meets,5,5,0,2/6/2019,0,14,83,39,No,Travel_Frequently,4,Technical Degree,3,10938,6420,0,No,25,4,80,0,20,1,3,19,6,11,8
"Shepard, Anita ",10179,1,1,Male,1,3,3,0,50750,0,15,Network Engineer,MA,1773,04/14/81,F,Married,US Citizen,9/30/2014,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,LinkedIn,Fully Meets,3.31,3,6,1/7/2019,0,7,13,29,No,Travel_Rarely,3,Life Sciences,4,2340,22673,1,No,19,3,80,0,6,1,3,6,5,1,5
"Shields, Seffi",10091,1,1,Female,1,5,3,0,52087,0,19,Production Technician I,MA,2149,08/24/85,F,Married,US Citizen,8/19/2013,,N/A-StillEmployed,Active,Production       ,Amy Dunn,11,LinkedIn,Fully Meets,4.81,4,0,2/15/2019,0,15,94,42,No,Travel_Rarely,2,Life Sciences,1,6545,23016,3,Yes,13,3,80,0,10,1,3,3,2,0,2
"Simard, Kramer",10178,1,1,Male,1,3,3,0,87826,0,9,Data Analyst,MA,2110,02/08/70,M ,Married,US Citizen,1/5/2015,,N/A-StillEmployed,Active,IT/IS,Simon Roup,4,Employee Referral,Fully Meets,3.32,3,7,1/14/2019,0,16,65,29,No,Travel_Rarely,2,Marketing,4,6931,10732,2,No,14,3,80,1,10,2,3,3,2,0,2
"Singh, Nan ",10039,0,0,Female,1,1,3,0,51920,0,2,Administrative Assistant,MA,2330,05/19/88,F,Single,US Citizen,5/1/2015,,N/A-StillEmployed,Active,Admin Offices,Brandon R. LeBlanc,1,Website,Fully Meets,5,3,5,1/15/2019,0,2,14,25,No,Travel_Rarely,3,Life Sciences,3,4898,7505,0,No,12,3,80,2,5,3,3,4,2,1,2
"Sloan, Constance",10095,0,0,Female,5,5,3,0,63878,1,20,Production Technician II,MA,1851,11/25/87,F,Single,US Citizen,10/26/2009,4/8/2015,maternity leave - did not return,Voluntarily Terminated,Production       ,Michael Albert,22,CareerBuilder,Fully Meets,4.68,4,0,4/2/2015,0,20,26,42,No,Travel_Rarely,3,Medical,1,2593,8007,0,Yes,11,3,80,1,10,4,3,9,6,7,8
"Smith, Joe",10027,0,0,Male,1,5,4,0,60656,0,20,Production Technician II,MA,2045,10/30/63,M ,Single,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Indeed,Exceeds,4.3,3,0,1/28/2019,0,4,53,40,No,Travel_Rarely,2,Medical,3,19436,5949,0,No,19,3,80,1,22,5,3,21,7,3,9
"Smith, John",10291,0,2,Male,1,6,2,1,72992,0,21,Sales Manager,MA,1886,08/16/84,M ,Divorced,US Citizen,5/18/2014,,N/A-StillEmployed,Active,Sales,Debra Houlihan,15,Diversity Job Fair,Needs Improvement,2.4,4,0,1/16/2019,2,16,56,51,No,Travel_Rarely,3,Life Sciences,4,2723,23231,1,No,11,3,80,0,1,0,2,1,0,0,0
"Smith, Leigh Ann",10153,1,1,Male,5,1,3,1,55000,1,2,Administrative Assistant,MA,1844,06/14/87,F,Married,US Citizen,9/26/2011,9/25/2013,career change,Voluntarily Terminated,Admin Offices,Brandon R. LeBlanc,1,Diversity Job Fair,Fully Meets,3.8,4,4,8/15/2013,0,17,17,31,Yes,Travel_Frequently,2,Medical,2,3479,11652,0,No,11,3,80,0,6,2,4,5,4,1,4
"Smith, Sade",10157,0,0,Male,1,5,3,0,58939,0,19,Production Technician I,MA,2130,02/02/65,F,Single,US Citizen,11/11/2013,,N/A-StillEmployed,Active,Production       ,Ketsia Liebig,19,Employee Referral,Fully Meets,3.73,3,0,1/24/2019,0,16,84,32,No,Travel_Frequently,3,Life Sciences,2,2794,26062,1,No,20,4,80,0,5,3,1,5,1,0,3
"Soto, Julia ",10119,1,1,Male,1,3,3,0,66593,0,14,IT Support,MA,2360,03/12/73,F,Married,US Citizen,6/10/2011,,N/A-StillEmployed,Active,IT/IS,Eric Dougall,6,LinkedIn,Fully Meets,4.3,3,5,2/8/2019,0,19,4,38,No,Non-Travel,2,Life Sciences,4,5249,19682,3,No,18,3,80,1,13,0,3,8,7,7,5
"Soze, Keyser",10180,1,1,Male,2,3,3,0,87565,0,28,Sr. Network Engineer,MA,1545,02/09/83,M ,Married,US Citizen,6/30/2016,,N/A-StillEmployed,Active,IT/IS,Peter Monroe,7,LinkedIn,Fully Meets,3.27,4,5,1/14/2019,0,13,16,32,No,Travel_Rarely,1,Technical Degree,1,2176,19737,4,No,13,3,80,0,9,5,3,6,2,0,4
"Sparks, Taylor  ",10302,1,1,Female,1,5,1,0,64021,0,19,Production Technician I,MA,2093,07/20/68,F,Married,US Citizen,2/20/2012,,N/A-StillEmployed,Active,Production       ,Brannon Miller,12,Indeed,PIP,2.4,2,1,2/25/2019,6,20,69,46,No,Travel_Rarely,3,Technical Degree,2,16872,14977,3,Yes,12,3,80,1,28,2,2,7,7,7,7
"Spirea, Kelley",10090,1,1,Male,1,5,3,0,65714,0,18,Production Manager,MA,2451,09/30/75,F,Married,US Citizen,10/2/2012,,N/A-StillEmployed,Active,Production       ,Janet King,2,LinkedIn,Fully Meets,4.83,5,0,2/14/2019,0,15,15,28,Yes,Travel_Rarely,4,Life Sciences,3,3485,14935,2,No,11,3,80,0,5,5,1,0,0,0,0
"Squatrito, Kristen",10030,0,2,Male,5,5,4,0,62425,1,19,Production Technician I,MA,2359,03/26/73,F,Divorced,US Citizen,5/13/2013,6/29/2015,unhappy,Voluntarily Terminated,Production       ,David Stanley,14,LinkedIn,Exceeds,4.1,4,0,3/2/2015,0,16,69,29,No,Travel_Rarely,3,Medical,2,6644,3687,2,No,19,3,80,2,10,2,3,0,0,0,0
"Stanford,Barbara  M",10278,0,2,Male,1,5,3,0,47961,0,19,Production Technician I,MA,2050,08/25/82,F,Divorced,US Citizen,1/10/2011,,N/A-StillEmployed,Active,Production       ,Kissy Sullivan,20,Google Search,Fully Meets,4.1,4,0,2/7/2019,0,9,45,31,No,Travel_Rarely,3,Medical,4,5582,14408,0,No,21,4,80,1,10,2,3,9,0,7,8
"Stansfield, Norman",10307,1,1,Male,1,6,1,0,58273,0,3,Area Sales Manager,NV,89139,05/09/74,M ,Married,US Citizen,5/12/2014,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Website,PIP,1.81,2,0,1/17/2019,3,5,96,25,No,Non-Travel,2,Life Sciences,1,4000,18384,1,No,12,3,80,2,6,2,3,6,3,1,5
"Steans, Tyrone  ",10147,0,0,Male,1,1,3,0,63003,0,1,Accountant I,MA,2703,09/01/86,M ,Single,US Citizen,9/29/2014,,N/A-StillEmployed,Active,Admin Offices,Brandon R. LeBlanc,1,Indeed,Fully Meets,3.9,5,5,1/18/2019,0,9,51,45,No,Travel_Rarely,2,Medical,4,13496,7501,0,Yes,14,3,80,0,21,2,3,20,7,4,10
"Stoica, Rick",10266,1,1,Male,1,5,3,0,61355,0,19,Production Technician I,MA,2301,03/14/85,M ,Married,US Citizen,2/17/2014,,N/A-StillEmployed,Active,Production       ,Kelley Spirea,18,LinkedIn,Fully Meets,4.7,3,0,1/11/2019,0,4,19,36,No,Travel_Rarely,3,Life Sciences,4,3210,20251,0,No,11,3,80,1,16,4,3,15,13,10,11
"Strong, Caitrin",10241,1,1,Male,1,6,3,0,60120,0,3,Area Sales Manager,MT,59102,05/12/89,F,Married,US Citizen,9/27/2010,,N/A-StillEmployed,Active,Sales,John Smith,17,Indeed,Fully Meets,4.1,4,0,1/31/2019,0,18,38,55,No,Travel_Rarely,3,Medical,1,19045,18938,0,Yes,14,3,80,0,37,2,3,36,10,4,13
"Sullivan, Kissy ",10158,1,1,Male,1,5,3,0,63682,0,18,Production Manager,MA,1776,03/28/78,F,Married,US Citizen,1/8/2009,,N/A-StillEmployed,Active,Production       ,Janet King,2,Indeed,Fully Meets,3.73,4,0,1/24/2019,0,12,47,47,Yes,Non-Travel,4,Life Sciences,2,11849,10268,1,Yes,12,3,80,1,10,2,2,10,7,9,9
"Sullivan, Timothy",10117,1,1,Male,1,5,3,0,63025,0,19,Production Technician I,MA,2747,10/07/82,M ,Married,US Citizen,1/5/2015,,N/A-StillEmployed,Active,Production       ,Michael Albert,22,Google Search,Fully Meets,4.36,5,0,1/24/2019,0,10,40,28,No,Travel_Rarely,3,Medical,4,2070,2613,1,No,23,4,80,1,5,3,2,5,2,0,4
"Sutwell, Barbara",10209,0,0,Male,1,5,3,0,59238,0,19,Production Technician I,MA,2718,08/15/68,F,Single,Eligible NonCitizen,5/14/2012,,N/A-StillEmployed,Active,Production       ,Elijiah Gray,16,Indeed,Fully Meets,3.4,5,0,1/31/2019,0,13,5,37,No,Travel_Rarely,4,Medical,4,6502,22825,4,No,14,3,80,1,7,5,4,5,4,0,1
